"parkingSpaces","size","alarmSystem","gameRoom","furnished","securityCabin","pipedGas","propertyPrice","playGround","swimmingPool","barbecueGrill","score","latitude","longitude","bedrooms","monthlyFees","rentalPrice","propertyType","steamRoom","gym","neighborhood","id","suites","permanentDoorman","m2RentalPrice","link"
2,90,"False","False","False","False","True",0,"False","False","False",107,-19.9400553,-43.9335269,3,650,2300,"apartamento","False","False","carmo",143049,1,"False",25.5555555555556,"https://www.netimoveis.com/imovel/dummy/143049"
2,131,"False","False","False","False","True",0,"False","False","True",107,-19.9719349,-43.9669669,3,430,2350,"cobertura","False","False","buritis",688760,1,"False",17.9389312977099,"https://www.netimoveis.com/imovel/dummy/688760"
2,101,"False","True","False","False","True",0,"True","True","True",107,-19.975904,-43.944759,3,1050,2500,"apartamento","True","True","belvedere",26061,1,"True",24.7524752475248,"https://www.netimoveis.com/imovel/dummy/26061"
2,80.75,"True","False","False","False","True",0,"True","False","False",107,-19.9428556,-43.9278618,3,700,2500,"apartamento","False","False","cruzeiro",678731,2,"False",30.9597523219814,"https://www.netimoveis.com/imovel/dummy/678731"
3,130.91,"False","False","False","False","True",0,"False","False","False",107,-19.8801783,-43.9316652,4,530,2500,"apartamento","False","False","ipiranga",493540,1,"False",19.0970896035444,"https://www.netimoveis.com/imovel/dummy/493540"
3,130.91,"False","False","False","False","True",0,"False","False","False",107,-19.8801783,-43.9316652,4,530,2500,"apartamento","False","False","uniao",493540,1,"False",19.0970896035444,"https://www.netimoveis.com/imovel/dummy/493540"
2,264.67,"False","False","False","False","True",0,"False","True","False",107,-19.9386502,-43.9636988,3,572,2900,"cobertura","False","False","grajau",647507,1,"False",10.9570408433143,"https://www.netimoveis.com/imovel/dummy/647507"
3,105,"False","False","True","False","True",0,"False","False","False",107,-19.933051807561,-43.9315548677368,3,1350,2900,"apartamento","True","False","santa-efigenia",398584,1,"True",27.6190476190476,"https://www.netimoveis.com/imovel/dummy/398584"
2,68,"False","False","False","False","True",0,"True","True","False",107,0,0,2,715,3000,"apartamento","True","False","sion",690806,1,"True",44.1176470588235,"https://www.netimoveis.com/imovel/dummy/690806"
4,220,"False","True","False","False","True",0,"False","False","True",107,-19.9317665,-43.929745,3,1450,5500,"apartamento","False","False","funcionarios",598944,1,"True",25,"https://www.netimoveis.com/imovel/dummy/598944"
4,252,"True","False","False","False","True",3300000,"False","True","False",107,-19.9330407,-43.9345413,4,3007,11000,"apartamento","True","True","funcionarios",24146,4,"True",43.6507936507937,"https://www.netimoveis.com/imovel/dummy/24146"
4,252,"True","False","False","False","True",3300000,"False","True","False",107,-19.9330407,-43.9345413,4,3007,11000,"apartamento","True","True","savassi",24146,4,"True",43.6507936507937,"https://www.netimoveis.com/imovel/dummy/24146"
2,85,"False","False","False","False","True",0,"True","True","True",106.64,-19.8859927,-43.985693,3,797.39,1600,"apartamento","False","False","engenho-nogueira",696189,1,"True",18.8235294117647,"https://www.netimoveis.com/imovel/dummy/696189"
2,85,"False","False","False","False","True",0,"True","True","True",106.64,-19.8859927,-43.985693,3,797.39,1600,"apartamento","False","False","ouro-preto",696189,1,"True",18.8235294117647,"https://www.netimoveis.com/imovel/dummy/696189"
1,55,"False","False","False","False","True",0,"True","False","False",106.43,-19.9404607,-44.0162931,2,164.23,500,"apartamento","False","False","camargos",661500,0,"True",9.09090909090909,"https://www.netimoveis.com/imovel/dummy/661500"
1,44.06,"False","False","False","False","False",0,"False","False","False",106.43,-19.839118,-43.935177,2,160,500,"apartamento","False","False","floramar",680092,0,"False",11.3481615978212,"https://www.netimoveis.com/imovel/dummy/680092"
1,44.06,"False","False","False","False","False",0,"False","False","False",106.43,-19.839118,-43.935177,2,160,500,"apartamento","False","False","heliopolis",680092,0,"False",11.3481615978212,"https://www.netimoveis.com/imovel/dummy/680092"
1,67,"False","False","False","False","False",0,"False","False","False",106.43,-19.9647099,-43.9706877,2,190,600,"apartamento","False","False","estrela-dalva",660382,0,"False",8.95522388059701,"https://www.netimoveis.com/imovel/dummy/660382"
1,97,"False","False","False","False","False",0,"False","False","False",106.43,-19.9749179,-44.0151725,2,520,700,"apartamento","False","False","barreiro",394407,0,"True",7.21649484536082,"https://www.netimoveis.com/imovel/dummy/394407"
1,68,"False","False","False","False","False",0,"False","False","False",106.43,-19.8453193,-43.931883,2,230,900,"apartamento","False","False","guarani",639691,0,"False",13.2352941176471,"https://www.netimoveis.com/imovel/dummy/639691"
0,38.64,"False","False","True","True","False",0,"False","False","False",106.43,-19.8587805,-43.934385,1,1100,1100,"apartamento","False","True","ipiranga",685609,0,"True",28.4679089026915,"https://www.netimoveis.com/imovel/dummy/685609"
1,84,"False","False","False","False","False",0,"False","False","False",106.43,-19.9633345,-43.9712895,3,200,1100,"apartamento","False","False","estrela-dalva",685779,0,"False",13.0952380952381,"https://www.netimoveis.com/imovel/dummy/685779"
2,83,"False","False","False","False","False",0,"True","False","False",106.43,-19.9616615,-43.9901516,3,305,1250,"apartamento","False","False","betania",627978,1,"True",15.0602409638554,"https://www.netimoveis.com/imovel/dummy/627978"
1,110,"False","False","False","True","True",0,"False","False","False",106.43,-19.9473182,-43.9374383,3,660,1300,"apartamento","False","False","sao-pedro",689151,1,"True",11.8181818181818,"https://www.netimoveis.com/imovel/dummy/689151"
1,70,"False","False","False","False","True",0,"False","False","False",106.43,-19.971694,-43.971686,2,347,1300,"apartamento","False","False","buritis",627360,1,"False",18.5714285714286,"https://www.netimoveis.com/imovel/dummy/627360"
2,85,"False","False","False","False","False",0,"False","True","True",106.43,0,0,3,575.27,1400,"apartamento","True","False","buritis",700835,1,"True",16.4705882352941,"https://www.netimoveis.com/imovel/dummy/700835"
1,114,"False","False","False","False","True",0,"False","False","False",106.43,-19.946508,-43.946041,3,500,1800,"area-privativa","False","False","santo-antonio",676011,1,"False",15.7894736842105,"https://www.netimoveis.com/imovel/dummy/676011"
3,115,"False","False","False","False","False",0,"False","True","False",106.43,-19.970656,-43.9684465,3,805,1900,"apartamento","True","False","buritis",695837,1,"False",16.5217391304348,"https://www.netimoveis.com/imovel/dummy/695837"
2,109,"True","False","False","False","False",0,"False","False","False",106.43,-19.9746561,-43.9703068,4,310,2300,"apartamento","False","False","buritis",690251,1,"False",21.1009174311927,"https://www.netimoveis.com/imovel/dummy/690251"
2,105,"False","False","True","False","False",0,"False","False","False",106.43,0,0,3,300,2300,"apartamento","False","False","buritis",700822,1,"False",21.9047619047619,"https://www.netimoveis.com/imovel/dummy/700822"
0,83.7,"False","False","False","False","False",0,"False","False","False",106.43,-19.97558,-44.018844,3,250,2500,"apartamento","False","False","barreiro",688068,0,"False",29.868578255675,"https://www.netimoveis.com/imovel/dummy/688068"
3,94,"False","False","False","False","True",0,"False","False","False",106.43,-19.9476186,-43.9475468,3,380.21,2500,"apartamento","False","False","santo-antonio",695863,1,"False",26.5957446808511,"https://www.netimoveis.com/imovel/dummy/695863"
3,98.7,"False","False","False","False","False",0,"True","True","False",106.43,-19.974055,-43.964599,3,900,2600,"apartamento","False","False","buritis",650325,2,"False",26.3424518743668,"https://www.netimoveis.com/imovel/dummy/650325"
2,119.52,"False","True","False","False","False",0,"True","False","False",106.43,-19.9704832,-43.9696085,3,0,3200,"apartamento","True","True","buritis",685431,1,"True",26.7737617135208,"https://www.netimoveis.com/imovel/dummy/685431"
1,80,"False","False","False","False","False",0,"False","False","False",106.32,-19.9283789,-43.9179627,3,322.05,1100,"apartamento","False","False","sao-lucas",32399,1,"False",13.75,"https://www.netimoveis.com/imovel/dummy/32399"
1,55.97,"False","False","False","False","False",0,"False","False","False",106.31,-19.828045,-43.939077,2,128,800,"apartamento","False","False","floramar",514635,0,"False",14.2933714489905,"https://www.netimoveis.com/imovel/dummy/514635"
1,55.97,"False","False","False","False","False",0,"False","False","False",106.31,-19.828045,-43.939077,2,128,800,"apartamento","False","False","jardim-guanabara",514635,0,"False",14.2933714489905,"https://www.netimoveis.com/imovel/dummy/514635"
1,70,"False","False","False","False","False",230000,"False","False","False",106.25,-19.9633255,-43.9713057,3,309,950,"apartamento","False","False","estrela-dalva",682440,1,"False",13.5714285714286,"https://www.netimoveis.com/imovel/dummy/682440"
1,100,"False","False","False","False","False",0,"False","False","False",105.86,-19.8201675,-43.9904589,3,0,790,"apartamento","False","False","jardim-leblon",673932,0,"False",7.9,"https://www.netimoveis.com/imovel/dummy/673932"
1,100,"False","False","False","False","False",0,"False","False","False",105.86,-19.8201675,-43.9904589,3,0,790,"apartamento","False","False","parque-leblon",673932,0,"False",7.9,"https://www.netimoveis.com/imovel/dummy/673932"
2,65,"False","False","False","False","False",320000,"True","True","True",105.83,0,0,2,621,1300,"apartamento","False","False","estoril",688197,1,"True",20,"https://www.netimoveis.com/imovel/dummy/688197"
1,70,"False","False","False","False","True",0,"False","False","False",105.76,-19.944435,-43.9465282,2,520,1200,"apartamento","False","False","santo-antonio",35588,1,"True",17.1428571428571,"https://www.netimoveis.com/imovel/dummy/35588"
1,80,"False","False","False","False","True",0,"False","False","False",105.57,-19.9425019,-43.9499108,2,550,1200,"apartamento","False","False","cidade-jardim",681153,0,"True",15,"https://www.netimoveis.com/imovel/dummy/681153"
1,80,"False","False","False","False","True",0,"False","False","False",105.57,-19.9425019,-43.9499108,2,550,1200,"apartamento","False","False","coracao-de-jesus",681153,0,"True",15,"https://www.netimoveis.com/imovel/dummy/681153"
1,72,"False","False","False","True","True",0,"False","True","True",105.24,-19.831948,-43.9639988,3,435,850,"apartamento","False","False","planalto",494449,1,"True",11.8055555555556,"https://www.netimoveis.com/imovel/dummy/494449"
1,72,"False","False","False","True","True",0,"False","True","True",105.24,-19.831948,-43.9639988,3,435,850,"apartamento","False","False","santa-branca",494449,1,"True",11.8055555555556,"https://www.netimoveis.com/imovel/dummy/494449"
1,67.68,"False","False","False","False","True",235000,"False","False","False",105,-19.891074,-43.9310917,3,250,900,"apartamento","False","False","cidade-nova",626752,1,"False",13.2978723404255,"https://www.netimoveis.com/imovel/dummy/626752"
1,67.68,"False","False","False","False","True",235000,"False","False","False",105,-19.891074,-43.9310917,3,250,900,"apartamento","False","False","silveira",626752,1,"False",13.2978723404255,"https://www.netimoveis.com/imovel/dummy/626752"
0,100,"False","False","False","False","False",3e+05,"False","False","False",105,-19.9376583,-43.9617996,3,261,1200,"apartamento","False","False","gutierrez",453165,0,"False",12,"https://www.netimoveis.com/imovel/dummy/453165"
1,28,"False","False","True","False","False",320000,"False","True","False",105,-19.8617959,-43.951437,1,600,1250,"flat","False","False","liberdade",627378,1,"False",44.6428571428571,"https://www.netimoveis.com/imovel/dummy/627378"
0,100,"False","False","False","False","False",4e+05,"False","False","False",105,-19.9221404,-43.9465191,3,644,1350,"apartamento","False","False","centro",672664,1,"False",13.5,"https://www.netimoveis.com/imovel/dummy/672664"
4,159.73,"True","False","False","False","True",850000,"False","False","False",105,-19.9781046,-43.969641,4,604.61,3100,"apartamento","False","False","buritis",677959,2,"False",19.4077505791022,"https://www.netimoveis.com/imovel/dummy/677959"
0,60,"False","False","False","False","False",0,"False","False","False",104.64,-19.9083358,-43.9441617,1,80,880,"apartamento","False","False","lagoinha",654125,1,"False",14.6666666666667,"https://www.netimoveis.com/imovel/dummy/654125"
1,100,"False","False","False","False","True",495000,"False","False","False",104.5,-19.937703,-43.957307,3,600,1750,"apartamento","False","False","gutierrez",671566,1,"True",17.5,"https://www.netimoveis.com/imovel/dummy/671566"
0,79,"False","False","False","False","False",0,"False","False","False",104.44,-19.8999366,-43.9470793,3,200,850,"apartamento","False","False","lagoinha",640295,0,"False",10.7594936708861,"https://www.netimoveis.com/imovel/dummy/640295"
0,79,"False","False","False","False","False",0,"False","False","False",104.44,-19.8999366,-43.9470793,3,200,850,"apartamento","False","False","sao-cristovao",640295,0,"False",10.7594936708861,"https://www.netimoveis.com/imovel/dummy/640295"
0,120,"False","False","False","False","False",0,"False","False","False",104.4,-19.9252005,-43.939115,2,600,1300,"apartamento","False","False","centro",98562,0,"True",10.8333333333333,"https://www.netimoveis.com/imovel/dummy/98562"
1,70,"False","False","False","False","True",0,"False","False","True",104.37,-19.9900507,-44.0189385,2,245,850,"apartamento","False","False","diamante(barreiro)",700100,0,"True",12.1428571428571,"https://www.netimoveis.com/imovel/dummy/700100"
1,80,"False","False","False","False","False",0,"False","False","False",104.29,-19.9551448,-43.9779219,3,200,850,"apartamento","False","False","havai",537619,0,"False",10.625,"https://www.netimoveis.com/imovel/dummy/537619"
1,48.13,"False","False","False","False","False",0,"True","False","False",104.14,-19.936301,-44.019646,2,261.56,700,"apartamento","False","False","camargos",592100,0,"True",14.543943486391,"https://www.netimoveis.com/imovel/dummy/592100"
0,115,"False","False","False","False","False",0,"False","False","False",104.14,-19.9178812142827,-43.9500196122559,3,200,700,"apartamento","False","False","centro",592730,0,"False",6.08695652173913,"https://www.netimoveis.com/imovel/dummy/592730"
0,55,"False","False","False","False","False",0,"False","False","False",104.14,-19.9333786,-43.9622689,2,220,1000,"apartamento","False","False","barroca",649874,0,"False",18.1818181818182,"https://www.netimoveis.com/imovel/dummy/649874"
0,70,"False","False","False","False","False",0,"False","False","False",104.14,-19.9515231,-43.924467,2,260,1300,"apartamento","False","False","anchieta",687444,0,"False",18.5714285714286,"https://www.netimoveis.com/imovel/dummy/687444"
2,75,"False","False","False","False","True",0,"False","False","False",104.14,-19.9415629,-43.9740731,3,280,1300,"apartamento","False","False","jardim-america",688779,1,"False",17.3333333333333,"https://www.netimoveis.com/imovel/dummy/688779"
2,75,"False","False","False","False","True",0,"False","False","False",104.14,-19.9415629,-43.9740731,3,280,1300,"apartamento","False","False","nova-suissa",688779,1,"False",17.3333333333333,"https://www.netimoveis.com/imovel/dummy/688779"
2,80,"False","False","False","False","True",0,"False","False","False",104.14,-19.9029627,-43.9253859,3,280,1400,"apartamento","False","False","horto",685483,1,"False",17.5,"https://www.netimoveis.com/imovel/dummy/685483"
2,80,"False","False","False","False","True",0,"False","False","False",104.14,-19.9029627,-43.9253859,3,280,1400,"apartamento","False","False","sagrada-familia",685483,1,"False",17.5,"https://www.netimoveis.com/imovel/dummy/685483"
2,100,"False","False","False","False","False",0,"False","False","False",104.14,-19.9373549823566,-43.9759979989502,3,237,1400,"apartamento","False","False","nova-suissa",689381,1,"False",14,"https://www.netimoveis.com/imovel/dummy/689381"
2,100,"False","False","False","False","True",0,"True","True","True",104.14,-19.950054,-43.9451817,3,700,1490,"apartamento","True","False","santo-antonio",691905,1,"True",14.9,"https://www.netimoveis.com/imovel/dummy/691905"
0,95,"False","False","False","False","False",0,"False","False","False",104.14,-19.9211643,-43.9364438,3,563.22,1500,"apartamento","False","False","centro",571781,0,"True",15.7894736842105,"https://www.netimoveis.com/imovel/dummy/571781"
1,110,"False","False","False","False","True",0,"False","False","False",104.14,-19.9349402,-43.9611479,3,800,1500,"apartamento","False","False","gutierrez",700109,1,"True",13.6363636363636,"https://www.netimoveis.com/imovel/dummy/700109"
0,100,"False","False","False","False","False",0,"False","False","False",104.14,-19.9154083789695,-43.9421712434082,3,490,1800,"apartamento","False","False","centro",690084,0,"True",18,"https://www.netimoveis.com/imovel/dummy/690084"
2,56.94,"False","False","False","False","True",0,"False","False","False",104.14,-19.944448,-43.924146,2,350,1800,"apartamento","False","False","cruzeiro",696913,2,"False",31.6122233930453,"https://www.netimoveis.com/imovel/dummy/696913"
1,100,"False","False","False","False","True",0,"True","True","True",104.14,-19.9368529373049,-43.926558049707,3,835.33,2000,"apartamento","False","False","funcionarios",683840,1,"True",20,"https://www.netimoveis.com/imovel/dummy/683840"
1,100,"False","False","False","False","True",0,"True","True","True",104.14,-19.9366512202527,-43.9259572348877,3,835.33,2000,"apartamento","False","False","funcionarios",32583,1,"True",20,"https://www.netimoveis.com/imovel/dummy/32583"
2,100,"False","False","False","False","True",0,"False","False","False",104.14,-19.9376174905449,-43.9379509682617,2,1120,2000,"apartamento","True","True","savassi",624793,1,"True",20,"https://www.netimoveis.com/imovel/dummy/624793"
1,100,"False","False","False","False","False",0,"False","False","False",104.14,-19.9353331021742,-43.9372175132446,3,667,2500,"apartamento","False","False","funcionarios",637336,1,"False",25,"https://www.netimoveis.com/imovel/dummy/637336"
1,100,"False","False","False","False","False",0,"False","False","False",104.14,-19.9353331021742,-43.9372175132446,3,667,2500,"apartamento","False","False","savassi",637336,1,"False",25,"https://www.netimoveis.com/imovel/dummy/637336"
1,80,"False","True","True","False","False",0,"True","True","True",104.11,-19.9528052,-43.9486615,3,400,2400,"apartamento","True","False","vila-paris",618811,1,"True",30,"https://www.netimoveis.com/imovel/dummy/618811"
2,55,"False","False","False","False","False",3e+05,"False","False","False",103.75,-19.9653479,-43.9762118,2,100,1200,"apartamento","False","False","estrela-dalva",682906,1,"False",21.8181818181818,"https://www.netimoveis.com/imovel/dummy/682906"
0,50,"False","False","False","False","False",600,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,600,"apartamento","False","False","belmonte",694628,0,"False",12,"https://www.netimoveis.com/imovel/dummy/694628"
0,50,"False","False","False","False","False",600,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,600,"apartamento","False","False","ribeiro-de-abreu",694628,0,"False",12,"https://www.netimoveis.com/imovel/dummy/694628"
0,50,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,600,"apartamento","False","False","belmonte",694632,0,"False",12,"https://www.netimoveis.com/imovel/dummy/694632"
0,50,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,600,"apartamento","False","False","ribeiro-de-abreu",694632,0,"False",12,"https://www.netimoveis.com/imovel/dummy/694632"
0,48,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,600,"apartamento","False","False","belmonte",695206,0,"False",12.5,"https://www.netimoveis.com/imovel/dummy/695206"
0,48,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,600,"apartamento","False","False","ribeiro-de-abreu",695206,0,"False",12.5,"https://www.netimoveis.com/imovel/dummy/695206"
0,48,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,600,"apartamento","False","False","belmonte",695210,0,"False",12.5,"https://www.netimoveis.com/imovel/dummy/695210"
0,48,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,600,"apartamento","False","False","ribeiro-de-abreu",695210,0,"False",12.5,"https://www.netimoveis.com/imovel/dummy/695210"
0,50,"False","False","False","False","False",65,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","belmonte",689910,0,"False",13,"https://www.netimoveis.com/imovel/dummy/689910"
0,50,"False","False","False","False","False",65,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","ribeiro-de-abreu",689910,0,"False",13,"https://www.netimoveis.com/imovel/dummy/689910"
0,50,"False","False","False","False","False",650,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","belmonte",689914,0,"False",13,"https://www.netimoveis.com/imovel/dummy/689914"
0,50,"False","False","False","False","False",650,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","ribeiro-de-abreu",689914,0,"False",13,"https://www.netimoveis.com/imovel/dummy/689914"
0,50,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","belmonte",694620,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694620"
0,50,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","ribeiro-de-abreu",694620,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694620"
0,50,"False","False","False","False","False",650,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","belmonte",694624,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694624"
0,50,"False","False","False","False","False",650,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","ribeiro-de-abreu",694624,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694624"
0,50,"False","False","False","False","False",650,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","belmonte",694625,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694625"
0,50,"False","False","False","False","False",650,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","ribeiro-de-abreu",694625,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694625"
0,50,"False","False","False","False","False",650,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","belmonte",694626,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694626"
0,50,"False","False","False","False","False",650,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","ribeiro-de-abreu",694626,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694626"
0,50,"False","False","False","False","False",650,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","belmonte",694627,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694627"
0,50,"False","False","False","False","False",650,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","ribeiro-de-abreu",694627,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694627"
0,50,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","belmonte",694629,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694629"
0,50,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","ribeiro-de-abreu",694629,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694629"
0,50,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","belmonte",694630,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694630"
0,50,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","ribeiro-de-abreu",694630,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694630"
0,50,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","belmonte",694631,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694631"
0,50,"False","False","False","False","False",0,"False","False","True",103.71,-19.8405457,-43.9036136,2,0,650,"apartamento","False","False","ribeiro-de-abreu",694631,0,"False",13,"https://www.netimoveis.com/imovel/dummy/694631"
2,170,"False","False","False","False","True",0,"False","False","False",103.59,-19.9342801,-43.9624681,3,200,3000,"cobertura","False","False","barroca",590240,1,"False",17.6470588235294,"https://www.netimoveis.com/imovel/dummy/590240"
1,50,"False","False","False","True","False",145000,"False","False","False",103.57,-19.9419212,-44.0117822,2,180,650,"apartamento","False","False","camargos",700236,0,"True",13,"https://www.netimoveis.com/imovel/dummy/700236"
1,53.59,"False","False","False","False","True",0,"False","False","False",103.57,-19.849826,-43.930985,2,240,900,"apartamento","False","False","minaslandia-(p-maio)",646699,0,"False",16.794178018287,"https://www.netimoveis.com/imovel/dummy/646699"
1,70,"False","False","False","False","False",0,"False","False","False",103.57,-19.9443418,-43.9666629,3,170,1050,"apartamento","False","False","nova-granada",422691,0,"False",15,"https://www.netimoveis.com/imovel/dummy/422691"
1,70,"False","False","False","False","True",0,"False","False","False",103.57,-19.9385305,-43.9594534,2,250,1500,"apartamento","False","False","gutierrez",673591,0,"False",21.4285714285714,"https://www.netimoveis.com/imovel/dummy/673591"
1,85,"False","False","False","False","False",0,"False","False","False",103.25,-19.9613434,-43.9659741,3,365,1100,"apartamento","False","False","estoril",687567,0,"False",12.9411764705882,"https://www.netimoveis.com/imovel/dummy/687567"
1,45,"False","False","False","False","False",0,"False","False","False",103,-20.010523,-44.011394,2,150,550,"apartamento","False","False","solar-do-barreiro-(barreiro)",689270,0,"True",12.2222222222222,"https://www.netimoveis.com/imovel/dummy/689270"
1,47,"False","False","False","False","True",0,"True","False","False",103,-19.9919157,-44.0222389,2,250,570,"apartamento","False","False","diamante",635837,0,"True",12.1276595744681,"https://www.netimoveis.com/imovel/dummy/635837"
0,25,"False","False","False","False","False",0,"False","False","False",103,-19.9089173,-43.9520342,1,50,600,"kitchenette","False","False","centro",533075,0,"False",24,"https://www.netimoveis.com/imovel/dummy/533075"
0,25,"False","False","False","False","False",0,"False","False","False",103,-19.9089173,-43.9520342,1,50,600,"kitchenette","False","False","bonfim",533075,0,"False",24,"https://www.netimoveis.com/imovel/dummy/533075"
1,55,"False","False","False","False","False",0,"False","False","False",103,-19.9140238,-43.9501056,2,190,700,"apartamento","False","False","bonfim",107262,0,"False",12.7272727272727,"https://www.netimoveis.com/imovel/dummy/107262"
1,55,"False","False","False","False","False",0,"False","False","False",103,-19.9140238,-43.9501056,2,190,700,"apartamento","False","False","carlos-prates",107262,0,"False",12.7272727272727,"https://www.netimoveis.com/imovel/dummy/107262"
1,63,"False","False","False","False","False",180000,"False","False","False",103,-19.9141433,-43.9501176,2,190,700,"apartamento","False","False","bonfim",307815,0,"False",11.1111111111111,"https://www.netimoveis.com/imovel/dummy/307815"
1,63,"False","False","False","False","False",180000,"False","False","False",103,-19.9141433,-43.9501176,2,190,700,"apartamento","False","False","carlos-prates",307815,0,"False",11.1111111111111,"https://www.netimoveis.com/imovel/dummy/307815"
1,67,"False","False","False","False","False",0,"False","False","False",103,-19.9524915,-44.0068867,3,150,700,"apartamento","False","False","madre-gertrudes",344846,0,"False",10.4477611940299,"https://www.netimoveis.com/imovel/dummy/344846"
1,67,"False","False","False","False","False",0,"False","False","False",103,-19.9524915,-44.0068867,3,150,700,"apartamento","False","False","vista-alegre",344846,0,"False",10.4477611940299,"https://www.netimoveis.com/imovel/dummy/344846"
1,60.71,"False","False","False","False","False",185000,"False","False","False",103,-19.95229,-44.005481,3,140,750,"apartamento","False","False","madre-gertrudes",603368,0,"False",12.3538132103443,"https://www.netimoveis.com/imovel/dummy/603368"
1,55,"False","False","False","False","False",0,"False","False","False",103,-19.943705,-43.965915,3,250,790,"apartamento","False","False","grajau",370609,0,"False",14.3636363636364,"https://www.netimoveis.com/imovel/dummy/370609"
1,55,"False","False","False","False","False",0,"False","False","False",103,-19.943705,-43.965915,3,250,790,"apartamento","False","False","nova-granada",370609,0,"False",14.3636363636364,"https://www.netimoveis.com/imovel/dummy/370609"
1,52,"False","False","False","False","True",240000,"False","False","False",103,-19.9801717,-43.9683996,2,375,800,"apartamento","False","False","buritis",405803,0,"True",15.3846153846154,"https://www.netimoveis.com/imovel/dummy/405803"
1,52,"False","False","False","False","True",240000,"False","False","False",103,-19.9801717,-43.9683996,2,375,800,"apartamento","False","False","estoril",405803,0,"True",15.3846153846154,"https://www.netimoveis.com/imovel/dummy/405803"
1,59.84,"False","False","False","False","False",2e+05,"True","False","True",103,-19.9407558,-44.0145869,2,295,800,"apartamento","False","False","camargos",603838,0,"True",13.3689839572192,"https://www.netimoveis.com/imovel/dummy/603838"
1,44,"False","False","False","False","False",0,"False","False","False",103,-19.858891,-43.937191,0,263.53,800,"area-privativa","False","False","dona-clara",676192,0,"False",18.1818181818182,"https://www.netimoveis.com/imovel/dummy/676192"
1,65,"False","False","False","False","False",0,"False","False","False",103,-19.906561,-43.920922,3,200,900,"apartamento","False","False","horto",404776,1,"False",13.8461538461538,"https://www.netimoveis.com/imovel/dummy/404776"
1,65,"False","False","False","False","False",0,"False","False","False",103,-19.906561,-43.920922,3,200,900,"apartamento","False","False","sagrada-familia",404776,1,"False",13.8461538461538,"https://www.netimoveis.com/imovel/dummy/404776"
1,75,"False","False","False","False","False",0,"False","False","False",103,-19.921169,-43.975695,3,230,900,"apartamento","False","False","caicaras",53592,1,"False",12,"https://www.netimoveis.com/imovel/dummy/53592"
